name,brand_name,regular_price_value,offer_price_value,currency,classification_l1,classification_l2,classification_l3,classification_l4,image_url
Checked Workwear Shirt,,34,10,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[02_0795132_001_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910251703]&call=url[file:/product/style]
Cotton Wool Beanie,,42,42,GBP,men,men's accessories,men's hats  gloves & scarves,,https://lp.arket.com/app006prod?set=source[01_0700037_010_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911150115]&call=url[file:/product/style]
Supima Cotton Socks,,18,18,GBP,men,men's socks,,,https://lp.arket.com/app006prod?set=source[02_0796886_001_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908161434]&call=url[file:/product/style]
Striped Rib Top,,12,4,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[02_0782417_002_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908071454]&call=url[file:/product/style]
Oversized Glittery Jumper,,129,65,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0795368_002_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201910181404]&call=url[file:/product/style]
Alpaca Merino Block Scarf,,30,15,GBP,baby & child,girls' clothes (2+ yrs),girls' knitted hats  scarves & gloves,,https://lp.arket.com/app006prod?set=source[02_0756385_001_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908231104]&call=url[file:/product/style]
Slim Trousers Wool Flannel,,138,138,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[01_0772417_002_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909121504]&call=url[file:/product/style]
Striped Bodysuit,,14.5,7,GBP,baby & child,baby & toddlerwear (0-3 yrs),baby & toddler bodysuits,,https://lp.arket.com/app006prod?set=source[02_0811667_001_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201907231654]&call=url[file:/product/style]
Shimmering Socks,,6,3,GBP,baby & child,girls' clothes (2+ yrs),girls' socks,,https://lp.arket.com/app006prod?set=source[02_0801837_001_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909021614]&call=url[file:/product/style]
Cotton Terry Socks,,5.5,5.5,GBP,baby & child,girls' clothes (2+ yrs),girls' socks,,https://lp.arket.com/app006prod?set=source[02_0774420_001_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910090923]&call=url[file:/product/style]
Relaxed Flannel Trousers,,119,36,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[01_0804240_002_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909201744]&call=url[file:/product/style]
Regular Trousers Tweed,,99,99,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[01_0783649_002_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909061634]&call=url[file:/product/style]
Cotton Jersey Briefs,,18,18,GBP,women,women's lingerie & underwear,women's knickers & briefs,,https://lp.arket.com/app006prod?set=source[02_0811538_001_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910181454]&call=url[file:/product/style]
Cotton Twill Relaxed Shirt,,69,35,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0772246_007_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908091354]&call=url[file:/product/style]
Velvet Aliceband,,11,11,GBP,baby & child,children's shoes,girls' shoes  boots & trainers,,https://lp.arket.com/app006prod?set=source[02_0795567_001_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908231044]&call=url[file:/product/style]
Slim Stretch Jeans,,34,34,GBP,women,women's jeans,,,https://lp.arket.com/app006prod?set=source[02_0789855_003_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908261544]&call=url[file:/product/style]
Relaxed Poplin Shirt,,69,35,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0715663_005_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201907190206]&call=url[file:/product/style]
Supima Cotton Rib Socks,,4,4,GBP,men,men's socks,,,https://lp.arket.com/app006prod?set=source[02_0793966_003_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908091454]&call=url[file:/product/style]
Wool Beanie,,34,10,GBP,men,men's accessories,men's hats  gloves & scarves,,https://lp.arket.com/app006prod?set=source[02_0486150_019_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2019091]&call=url[file:/product/style]
Checked Wool Scarf,,59,18,GBP,men,men's accessories,men's hats  gloves & scarves,,https://lp.arket.com/app006prod?set=source[02_0682274_007_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201907041023]&call=url[file:/product/style]
Moleskin Workwear Overshirt,,138,138,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0772378_002_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201907120208]&call=url[file:/product/style]
Cropped Leather Trousers,,425,425,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[01_0711990_001_1] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908261553]&call=url[file:/product/style]
Silk Trousers,,129,129,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[01_0771841_001_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911261134]&call=url[file:/product/style]
Tuxedo Shirt,,69,69,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[01_0698978_001_1] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911261134]&call=url[file:/product/style]
Cotton Jersey Boxer Briefs,,18,18,GBP,men,men's underwear,,,https://lp.arket.com/app006prod?set=source[02_0811544_003_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910181454]&call=url[file:/product/style]
Wide Fluid Wool Trousers,,129,44,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[01_0542054_003_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908161424]&call=url[file:/product/style]
Merino Jumper,,99,50,GBP,men,men's jumpers & cardigans,,,https://lp.arket.com/app006prod?set=source[01_0668819_016_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201907260207]&call=url[file:/product/style]
REGULAR Cropped Jeans,,79,79,GBP,women,women's jeans,,,https://lp.arket.com/app006prod?set=source[01_0732593_001_005] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[2019091]&call=url[file:/product/style]
Lace-Up Leather Boots,,290,290,GBP,women,womens shoes  boots & trainers,,,https://lp.arket.com/app006prod?set=source[01_0775522_001_1] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908202327]&call=url[file:/product/style]
Wool Blend Pullover Shirt,,138,69,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[01_0784412_001_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201910161154]&call=url[file:/product/style]
A-Line Down Puffer Coat,,349,349,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[01_0788723_001_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909251025]&call=url[file:/product/style]
Wool Blend Scarf,,59,59,GBP,women,women's hats  gloves & scarves,,,https://lp.arket.com/app006prod?set=source[01_0784978_002_6] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911291454]&call=url[file:/product/style]
Pile Bucket Hat,,49,25,GBP,men,men's accessories,men's hats  gloves & scarves,,https://lp.arket.com/app006prod?set=source[01_0804851_001_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201910231625]&call=url[file:/product/style]
Cotton Twill Workwear Jacket,,129,129,GBP,men,men's coats & jackets,,,https://lp.arket.com/app006prod?set=source[01_0745448_004_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909201744]&call=url[file:/product/style]
Long-Sleeved Merino Top,,59,30,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[01_0630664_009_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908020207]&call=url[file:/product/style]
Cropped Roll-Neck Jumper,,119,119,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0482966_009_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911011133]&call=url[file:/product/style]
Down Puffer Coat,,349,175,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[01_0777362_002_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908281714]&call=url[file:/product/style]
Slim-Fit Stretch Trousers,,99,99,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[01_0822764_001_6] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911291654]&call=url[file:/product/style]
Water-Repellent Pile Cap,,30,30,GBP,baby & child,children's shoes,girls' shoes  boots & trainers,,https://lp.arket.com/app006prod?set=source[02_0561186_010_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910071543]&call=url[file:/product/style]
Candlestick Holder,,30,15,GBP,home & garden,candles & home fragrance,candle holders,,https://lp.arket.com/app006prod?set=source[02_0653851_002_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909051703]&call=url[file:/product/style]
Merino Wool Leggings,,30,30,GBP,baby & child,girls' clothes (2+ yrs),girls' trousers & leggings,,https://lp.arket.com/app006prod?set=source[02_0815298_001_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908091424]&call=url[file:/product/style]
Turtle Bags String Bag,,7,7,GBP,women,handbags  bags & purses,,,https://lp.arket.com/app006prod?set=source[02_0545316_009_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2019091]&call=url[file:/product/style]
Terry Polo Shirt,,79,40,GBP,men,men's polo shirts & rugby shirts,,,https://lp.arket.com/app006prod?set=source[01_0766327_005_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909271634]&call=url[file:/product/style]
Sailor Sweatshirt,,22,11,GBP,men,men's sweatshirts & hoodies,,,https://lp.arket.com/app006prod?set=source[02_0695055_007_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201911131103]&call=url[file:/product/style]
Jersey Leggings,,18,9,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[02_0755966_010_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910221204]&call=url[file:/product/style]
Shirt 3 Oxford,,59,30,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0518009_025_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201907191314]&call=url[file:/product/style]
Corduroy Overshirt,,138,69,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0807931_001_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911150115]&call=url[file:/product/style]
Padded Gloves,,39,39,GBP,baby & child,boys' clothes (2+ yrs),boys' knitted hats  scarves & gloves,,https://lp.arket.com/app006prod?set=source[02_0561195_008_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910011054]&call=url[file:/product/style]
Terracotta Flower Pot 18 cm,,34,34,GBP,home & garden,cooking & baking,casseroles & stockpots,,https://lp.arket.com/app006prod?set=source[02_0615669_006_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201906201504]&call=url[file:/product/style]
Sheer Merino Wool Roll-Neck,,59,30,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[01_0630663_010_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911281104]&call=url[file:/product/style]
Long-Sleeved Merino Top,,59,59,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[01_0630664_001_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908020207]&call=url[file:/product/style]
Honeycomb Ornaments 10 cm,,8,8,GBP,home & garden,decorative accessories,ornaments,,https://lp.arket.com/app006prod?set=source[02_0814625_005_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909261424]&call=url[file:/product/style]
Alpaca & Merino Cardigan,,119,60,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0584165_002_111] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[2019091]&call=url[file:/product/style]
Sheer Merino Wool Roll-Neck,,59,59,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[01_0630663_001_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908020207]&call=url[file:/product/style]
Pima Cotton Liner Socks 2 Pairs,,5,5,GBP,women,women's socks,,,https://lp.arket.com/app006prod?set=source[02_0730505_003_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2019091]&call=url[file:/product/style]
Hooded Overall,,30,15,GBP,baby & child,children's shoes,girls' shoes  boots & trainers,,https://lp.arket.com/app006prod?set=source[02_0754254_018_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910251633]&call=url[file:/product/style]
Wool Blend Overshirt,,129,129,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0665935_007_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909051614]&call=url[file:/product/style]
Corduroy Overshirt,,42,21,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[02_0780269_001_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910251654]&call=url[file:/product/style]
Small Leather Clutch,,145,145,GBP,women,handbags  bags & purses,,,https://lp.arket.com/app006prod?set=source[01_0857107_001_11] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911221655]&call=url[file:/product/style]
Nylon Camera Bag,,99,50,GBP,women,handbags  bags & purses,,,https://lp.arket.com/app006prod?set=source[02_0506392_002_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2019091]&call=url[file:/product/style]
Tweed Wrap Mini Skirt,,119,60,GBP,women,women's skirts,,,https://lp.arket.com/app006prod?set=source[01_0785969_002_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908090205]&call=url[file:/product/style]
Terracotta Vase 8.5 cm,,13,13,GBP,home & garden,vases,,,https://lp.arket.com/app006prod?set=source[02_0705846_004_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908160923]&call=url[file:/product/style]
Heavy Knit Spray Dye Jumper,,129,65,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0831516_002_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911291444]&call=url[file:/product/style]
Artist Edition Sweatshirt,,34,17,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[02_0750364_007_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910251703]&call=url[file:/product/style]
Terracotta Canister 7 5 cm,vasicol,12,12,GBP,home & garden,home storage,kitchen storage,,https://lp.arket.com/app006prod?set=source[02_0709554_001_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2019091]&call=url[file:/product/style]
Raw wool Fingerless Gloves,,30,30,GBP,women,women's hats  gloves & scarves,,,https://lp.arket.com/app006prod?set=source[02_0650148_003_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908051114]&call=url[file:/product/style]
Polka Dot Hoodie,,30,21,GBP,men,men's sweatshirts & hoodies,,,https://lp.arket.com/app006prod?set=source[02_0829679_001_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908291423]&call=url[file:/product/style]
REGULAR Jeans,,79,79,GBP,women,women's jeans,,,https://lp.arket.com/app006prod?set=source[01_0810130_001_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909051614]&call=url[file:/product/style]
REGULAR Vintage Indigo Jeans,,99,30,GBP,women,women's jeans,,,https://lp.arket.com/app006prod?set=source[01_0766929_001_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909061634]&call=url[file:/product/style]
Pleated Jersey Dress,,119,60,GBP,women,women's dresses,,,https://lp.arket.com/app006prod?set=source[01_0817524_001_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911050944]&call=url[file:/product/style]
Shimmering Knee Socks,,6,3,GBP,baby & child,girls' clothes (2+ yrs),girls' socks,,https://lp.arket.com/app006prod?set=source[02_0756602_005_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909021605]&call=url[file:/product/style]
Checked Wool Scarf,,59,18,GBP,men,men's accessories,men's hats  gloves & scarves,,https://lp.arket.com/app006prod?set=source[01_0682274_006_1] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909121634]&call=url[file:/product/style]
Knitted Flare Dress,,34,10,GBP,women,women's dresses,,,https://lp.arket.com/app006prod?set=source[02_0817220_002_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910251654]&call=url[file:/product/style]
Mesh Travel Organisers,,14.5,14.5,GBP,sport & leisure,suitcases  bags & accessories,suitcases  bags & accessories-nch,travel & luggage accessories,https://lp.arket.com/app006prod?set=source[02_0535860_001_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2018083]&call=url[file:/product/style]
Packable Shopper,,14.5,14.5,GBP,sport & leisure,suitcases  bags & accessories,suitcases  bags & accessories-nch,travel & luggage accessories,https://lp.arket.com/app006prod?set=source[02_0576380_005_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2018081]&call=url[file:/product/style]
Organic Cotton Knitted Dress,,49,15,GBP,women,women's dresses,,,https://lp.arket.com/app006prod?set=source[02_0663531_004_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910091104]&call=url[file:/product/style]
French Terry Sweatshirt,,69,35,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[01_0765893_002_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908202327]&call=url[file:/product/style]
Nylon Crossbody,,69,35,GBP,men,men's accessories,men's watches,,https://lp.arket.com/app006prod?set=source[02_0809763_001_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909051554]&call=url[file:/product/style]
Shirt 13 Buffalo Check,,69,35,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0772190_002_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908020207]&call=url[file:/product/style]
Heavy Knit Wool Jumper,,99,99,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0787330_003_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908020207]&call=url[file:/product/style]
Relaxed Knitted Dress,,119,60,GBP,women,women's dresses,,,https://lp.arket.com/app006prod?set=source[01_0798869_002_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909021605]&call=url[file:/product/style]
Leather Jogger Mid,,199,100,GBP,men,men's shoes nch,men's shoes  boots & trainers,,https://lp.arket.com/app006prod?set=source[02_0758686_001_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201907161654]&call=url[file:/product/style]
Mouliné Wool Cotton Jumper,,119,36,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0780099_003_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201907260207]&call=url[file:/product/style]
Alpaca Wool Blend Jumper,,119,119,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0662218_012_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201907260207]&call=url[file:/product/style]
High-Heel Leather Boots,,425,425,GBP,women,womens shoes  boots & trainers,,,https://lp.arket.com/app006prod?set=source[01_0652507_008_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911150115]&call=url[file:/product/style]
Wool Scarf 70 x 200 cm,,79,79,GBP,women,women's hats  gloves & scarves,,,https://lp.arket.com/app006prod?set=source[02_0659189_003_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2018083]&call=url[file:/product/style]
Cashmere Jumper,,160,80,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0668791_015_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908291624]&call=url[file:/product/style]
Down Puffer Jacket,,140,140,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[02_0702233_002_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201906031614]&call=url[file:/product/style]
Leather Derby Shoe,,199,199,GBP,men,men's shoes nch,men's shoes  boots & trainers,,https://lp.arket.com/app006prod?set=source[02_0758687_001_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908231044]&call=url[file:/product/style]
Wide Fluid Wool Trousers,,129,73,GBP,women,women's trousers & leggings,,,https://lp.arket.com/app006prod?set=source[01_0542054_001_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908221003]&call=url[file:/product/style]
Klippan Wool Blanket,klippan,69,69,GBP,home & garden,bedding,throws  blankets & bedspreads,,https://lp.arket.com/app006prod?set=source[02_0515715_003_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2018084]&call=url[file:/product/style]
Pile Fleece Hoodie,,34,10,GBP,men,men's sweatshirts & hoodies,,,https://lp.arket.com/app006prod?set=source[02_0757497_001_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910091104]&call=url[file:/product/style]
Marinière Jumper,,129,65,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0780064_002_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201907190206]&call=url[file:/product/style]
Corduroy Shirt,,34,17,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[02_0672380_004_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908091444]&call=url[file:/product/style]
Reflective Purse,,13,7,GBP,baby & child,girls' clothes (2+ yrs),girls' bags & purses,,https://lp.arket.com/app006prod?set=source[02_0783987_001_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909091123]&call=url[file:/product/style]
24-Hour Tote Bag,,69,35,GBP,women,handbags  bags & purses,,,https://lp.arket.com/app006prod?set=source[02_0642104_001_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2018081]&call=url[file:/product/style]
WOS33 Trainers,wos33,99,50,GBP,men,men's shoes nch,men's shoes  boots & trainers,,https://lp.arket.com/app006prod?set=source[02_0751629_001_4] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908161434]&call=url[file:/product/style]
Corduroy Dungaree Dress,,49,15,GBP,baby & child,girls' clothes (2+ yrs),girls' dresses,,https://lp.arket.com/app006prod?set=source[02_0798654_002_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910251654]&call=url[file:/product/style]
Colour Blocking Cardigan,,22,11,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[02_0663484_005_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909051554]&call=url[file:/product/style]
Merino Cotton Jersey Jumper,,79,40,GBP,men,men's jumpers & cardigans,,,https://lp.arket.com/app006prod?set=source[01_0790434_001_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911011214]&call=url[file:/product/style]
Alpaca & Merino Cardigan,,49,25,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[02_0663528_004_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201910221204]&call=url[file:/product/style]
Hair Elastics Set of 10,,3,3,GBP,baby & child,children's shoes,girls' shoes  boots & trainers,,https://lp.arket.com/app006prod?set=source[02_0628884_017_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909101044]&call=url[file:/product/style]
Wrapover Bodysuit,,18,9,GBP,baby & child,baby & toddlerwear (0-3 yrs),baby & toddler bodysuits,,https://lp.arket.com/app006prod?set=source[02_0732434_002_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909021554]&call=url[file:/product/style]
Shimmering Socks,,6,3,GBP,baby & child,girls' clothes (2+ yrs),girls' socks,,https://lp.arket.com/app006prod?set=source[02_0801837_003_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909021614]&call=url[file:/product/style]
Sweatshirt Jacket,,22,11,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[02_0861422_001_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201911191624]&call=url[file:/product/style]
Wool Blend Overshirt,,129,65,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0665935_005_4] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909121504]&call=url[file:/product/style]
Tricotine Overshirt,,138,69,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0684496_011_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201911291454]&call=url[file:/product/style]
Wool Pile Jacket,,79,40,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[02_0757079_001_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908091444]&call=url[file:/product/style]
Wool Scarf 70 x 200 cm,,79,79,GBP,women,women's hats  gloves & scarves,,,https://lp.arket.com/app006prod?set=source[02_0659189_021_2] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908071444]&call=url[file:/product/style]
Down Puffer Jacket,,140,140,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[02_0702233_003_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201906031614]&call=url[file:/product/style]
Cotton Cashmere Booties,,20,6,GBP,baby & child,baby & toddlerwear (0-3 yrs),baby & toddler shoes,,https://lp.arket.com/app006prod?set=source[02_0795580_001_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909100933]&call=url[file:/product/style]
Cotton Twill Relaxed Shirt,,69,35,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0772246_006_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201909161133]&call=url[file:/product/style]
Packable Tote,,34,34,GBP,women,women's sunglasses,,,https://lp.arket.com/app006prod?set=source[02_0530278_004_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2018081]&call=url[file:/product/style]
High-Heel Leather Boots,,425,425,GBP,women,womens shoes  boots & trainers,,,https://lp.arket.com/app006prod?set=source[02_0652507_001_001] type[PRODUCT] device[hdpi] quality[80] ImageVersion[2019092]&call=url[file:/product/style]
Cashmere Crew-Neck Jumper,,160,160,GBP,women,women's knitwear,,,https://lp.arket.com/app006prod?set=source[01_0711822_001_096] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[2019091]&call=url[file:/product/style]
Checked Zip Shirt,,42,21,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[02_0769384_003_3] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201909091333]&call=url[file:/product/style]
Corduroy Overshirt,,129,129,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0772399_002_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908141143]&call=url[file:/product/style]
French Terry Sweatshirt,,69,69,GBP,women,women's shirts & tops,,,https://lp.arket.com/app006prod?set=source[01_0765893_003_3] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908231044]&call=url[file:/product/style]
Moleskin Workwear Overshirt,,138,138,GBP,men,men's shirts,,,https://lp.arket.com/app006prod?set=source[01_0772378_001_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201907120208]&call=url[file:/product/style]
Checked Supima Cotton Socks,,6,6,GBP,men,men's socks,,,https://lp.arket.com/app006prod?set=source[02_0797242_001_1] type[PRODUCT] device[hdpi] quality[80] ImageVersion[201908091434]&call=url[file:/product/style]
Buttoned Wool Vest,,99,99,GBP,women,women's sunglasses,,,https://lp.arket.com/app006prod?set=source[01_0827356_001_5] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201910181434]&call=url[file:/product/style]
Oversized Fishtail Parka,,255,255,GBP,women,women's coats & jackets,,,https://lp.arket.com/app006prod?set=source[01_0596182_002_2] type[ECOMLOOK] device[hdpi] quality[80] ImageVersion[201908090205]&call=url[file:/product/style]
